"";"ID";"Somme";"Moy";"Nbrcol";"Min";"Max";"SD";"targetMoy";"targetSD"
"1151";"X46b9587b7";8730000;1455000;6;6e+05;3400000;1069163,22420854;1185722,22333333;2528958,72050598
"1152";"X994b946ad";1981003523,8;5742039,19942029;345;2000;9,1e+07;11933888,294361;7217819,71211594;9751710,4472284
"1153";"e3a38370e";1245583249,96;4613271,29614815;270;1000;61200000;8537108,58867681;4470441,37281481;6613675,87639042
"1154";"X939cb6e17";1400000;1400000;1;1400000;1400000;NA;250000;NA
"1155";"X037a54e89";237482000;6984764,70588235;34;68000;72350000;14608175,9673983;3947350,24529412;4451177,04156535
"1156";"X693972ceb";1132444801,32;11920471,5928421;95;1268;2e+08;24126924,0016645;5384225,23368421;6483176,84271466
"1157";"X6cf7644e0";959678000;13709685,7142857;70;20000;111514000;24206028,2218419;7349527,21085714;10038951,6030032
"1158";"X4877151a3";4029000;1007250;4;20000;1600000;756454,614192638;1475000;1985572,96516648
"1159";"a28164ed4";19418000;2774000;7;6000;9e+06;3445327,46387529;1922619,04857143;3602907,22282917
"1160";"X19a67cb97";2337182138;15899198,2176871;147;1496;103200000;25196508,4194331;5757104,18136054;7951895,63067375
"1161";"X1ab7a3c7f";1280000;1280000;1;1280000;1280000;NA;2e+05;NA
"1162";"X6cd62da62";722333444;21245101,2941176;34;110000;7,6e+07;26930541,6689452;5850745,09823529;6300670,36629172
"1163";"X11b0ebe2a";31263500;1250540;25;62000;1e+07;2038229,14315344;806753,3336;2042005,09884197
"1164";"X2fbc7a055";97912000;13987428,5714286;7;8000;59820000;21053937,1366113;6809285,71428571;11195727,8118975
"1165";"X303572ae2";3264994000;22673569,4444444;144;2000;166400000;31073351,7168364;4674900,68763889;5960297,91131153
"1166";"e2e1aaa1e";321502000;16921157,8947368;19;8000;9,6e+07;23544056,6061519;7655371,17789474;7585536,11772246
"1167";"ccc9ba695";478121854,72;4194051,35719298;114;1494;5e+07;10509338,5060436;4420049,28649123;7173612,01028339
"1168";"X29394ecff";32002000;16001000;2;2000;3,2e+07;22626002,7844071;5740000;7438763,33808248
"1169";"X08d1f69ef";1146672708;7593858,99337748;151;1538;1e+08;14740762,0034294;4215635,5394702;6355984,89787332
"1170";"b6fa5a5fd";1688907125,22;5537400,41055738;305;330;2e+08;13717557,5538024;3522732,52406557;6026506,66318793
"1171";"X1ced7f0b4";2927076000;19006987,012987;154;8000;302312000;39971530,9259218;5411927,33636364;6579113,20865576
"1172";"a59d32627";156936000;5604857,14285714;28;10000;3,8e+07;8839306,14720529;5630185,71428571;7067332,96294216
"1173";"fa05fd36e";1525657935,02;8029778,60536842;190;2094;1,1e+08;16147745,3091866;5027457,52305263;7010726,44905952
"1174";"X470cea05f";256412800;14245155,5555556;18;4800;106420000;30206555,7596209;4088351,85222222;5868986,5526573
"1175";"X70f3a87ec";1280000;1280000;1;1280000;1280000;NA;4e+06;NA
"1176";"a1868e9ec";261160666,68;20089282,0523077;13;70000;1,4e+08;39656711,5603069;6225205,12769231;7395628,08930802
"1177";"X66f57f2e5";1280000;1280000;1;1280000;1280000;NA;633333,34;NA
"1178";"X9f494676e";934578967,96;5877855,14440252;159;1123,96;104600000;13970823,9298854;3378774,93232704;5595624,56865014
"1179";"e18f9032c";35666000;1621181,81818182;22;3e+05;25940000;5454525,44866461;2763115,15181818;2449396,1967138
"1180";"X08da2f555";124508000;20751333,3333333;6;28000;4,3e+07;21929232,4231074;3167000;3843055,8153636
"1181";"X7ec8cff44";1779698000;19774422,2222222;90;40000;2,85e+08;38789708,4711963;5369065,96088889;7352937,30226638
"1182";"X3d3d91a1e";23609000;5902250;4;809000;19600000;9139443,10393144;2700000;2335237,31841827
"1183";"X89db78d8e";144831833,34;3148518,11608696;46;60000;24600000;6872063,7225549;1127989,13;2607949,10532115
"1184";"X7453eb289";715790668;4501828,10062893;159;16000;5e+07;5525006,32656942;4836263,75924528;5736895,91562352
"1185";"X7792cebe0";57687000;915666,666666667;63;2000;6800000;942589,278735493;3015595,21206349;5065821,71768732
"1186";"X14a22ab1a";1141734488;6796038,61904762;168;2330;5,6e+07;9158698,52392451;4238564,74619048;6872241,63743346
"1187";"b95a93172";351182000;29265166,6666667;12;252000;2e+08;58315470,4716796;5308500;6701580,32484816
"1188";"X2cdaafb1a";244780000;7199411,76470588;34;70000;5e+07;11277385,2495929;3842698,03941176;5880047,7231692
"1189";"X55741d46d";1059281813,72;6018646,66886364;176;591,72;43200000;7234130,88503969;4209082,78079545;6238993,88757591
"1190";"X2e55d0383";457360827,36;4573608,2736;100;1494;5e+07;11477361,5869286;4235762,1266;7475988,94220661
"1191";"d208491c8";390712457,36;3721071,02247619;105;3000;5e+07;6930805,45998382;5321508,5927619;7203373,96863141
"1192";"X7a91cb0bc";14852000;7426000;2;52000;14800000;10428410,8089392;805500;704985,460842988
"1193";"X64dd02e44";1922074678,58;5523203,09936782;348;8000;9,1e+07;11950850,1933943;6683517,9441954;9458264,28280389
"1194";"X4c256f2f9";1,6e+07;1,6e+07;1;1,6e+07;1,6e+07;NA;5346500;NA
"1195";"X884ec1cca";212048000;8155692,30769231;26;30000;3,5e+07;10538912,8956235;7148711,53846154;9806210,13727291
"1196";"a5dfa7a30";2e+06;2e+06;1;2e+06;2e+06;NA;8800000;NA
"1197";"c036f4785";333232400;15868209,5238095;21;40000;153672000;38968283,6835535;5996455,02666667;6218468,83905075
"1198";"X941244262";2897699333,34;76255245,6142105;38;2000;3e+08;90824233,9477356;7774682,45631579;9600359,58023439
"1199";"X24744410a";2171532500;9825938,91402715;221;6000;1e+08;15760642,1657726;5255450,47040724;7197485,27530704
"1200";"X36ba6bac3";21548000;1077400;20;180000;4300000;901829,042032153;1885842,354;2018054,12145799
"1201";"f96fc0e40";767022000;23969437,5;32;6000;7,6e+07;28584791,6262923;5808186,75625;6705439,88829751
"1202";"X69fe81b64";2446833499,98;9164170,41191011;267;30000;8e+07;12963303,7786118;5361265,04202247;7349330,36787298
"1203";"X956d228b9";3606438466,5;5234308,36937591;689;2000;9,6e+07;9429617,59961619;5025730,46406386;7172372,93562604
"1204";"e816e534f";3,8e+07;12666666,6666667;3;1e+07;1,8e+07;4618802,15351701;11716666,6666667;16018452,9007434
"1205";"f06ce77ec";116070000;14508750;8;70000;5e+07;16124401,594655;2328625;2755387,39498252
"1206";"d77583e88";530992000;7808705,88235294;68;5000;6e+07;14625101,8091201;9220220,09205882;12187973,2729359
"1207";"eeae7ad90";21220000;7073333,33333333;3;20000;19600000;10877138,1039929;1976190,47333333;2510887,85067758
"1208";"X6e738ec87";594763910;18023148,7878788;33;52000;301312000;52924167,3505687;3219344,10787879;4449553,04016704
"1209";"c6776639f";2000;2000;1;2000;2000;NA;362000;NA
"1210";"dcc181073";640000;640000;1;640000;640000;NA;58000;NA
"1211";"X93ca30057";1774463130,94;4327958,85595122;410;6000;5e+07;8403325,84803997;6827027,81760976;9857581,51849568
"1212";"X6dad99586";833388000;9690558,13953488;86;5000;6e+07;17036721,3316376;9087261,98325581;12726089,3183231
"1213";"fb5f5836e";4281437806,5;6556566,31929556;653;2000;148452000;14797608,5928397;5417130,55773354;8286165,8156337
"1214";"X105233ed9";1084235652;6571125,16363636;165;4000;100420000;14244087,9354798;4188873,64109091;7087566,55500948
"1215";"e9fb84258";29280000;7320000;4;8000;1,5e+07;8367954,11077284;5818500;4863600,14118485
"1216";"f8ccfa064";3805903871,56;6505818,58386325;585;10000;1,1e+08;10925572,5583523;4736342,53982906;6691303,40946639
"1217";"df838756c";3103609161,66;5369566,02363322;578;2000;8e+07;8993247,01196868;5355280,96847751;6618332,14579716
"1218";"e8b599c85";178203734;2582662,8115942;69;50000;14224000;2753337,94661116;4154082,9426087;6612935,53772247
"1219";"X22b3e64c8";1860000;1860000;1;1860000;1860000;NA;5243333,34;NA
"1220";"X8f3ab95d5";2202000;734000;3;6000;1196000;638037,616445927;612000;350582,372631597
"1221";"X66671ad38";363966000;8665857,14285714;42;70000;76500000;15717619,9178353;3152662,75952381;4707318,7356816
"1222";"da1d826f5";165838000;9213222,22222222;18;10000;3,5e+07;11222921,4847826;8766549,85666667;10731319,8994245
"1223";"X8643f2a4a";25240000;5048000;5;1e+05;1,4e+07;5984005,34759119;4267546,668;6286746,4991394
"1224";"X476d95ef1";2779261317,78;8371269,02945783;332;472;1e+08;14302869,3112315;5545368,29084337;6936906,25024188
"1225";"X20a58c359";408588178;8882351,69565217;46;4200;103360000;19934918,6857918;5372930,27956522;7515736,17024305
"1226";"d7334935b";1740454717,48;8287879,60704762;210;8160;1,12e+08;15797137,4908766;5616754,12514286;7399027,97025184
"1227";"f9a30f20a";1860000;1860000;1;1860000;1860000;NA;5346500;NA
"1228";"b36a21d49";4800598000;26969651,6853933;178;40000;466600000;59324261,9758058;6605432,37292135;9399156,65149347
"1229";"e4159c59e";2591250435,72;7361506,91965909;352;4000;6e+07;13315747,403341;7883048,27471591;10335625,0046054
"1230";"a8f80f111";4105088000;25981569,6202532;158;2000;373800000;45950263,9088319;5921597,14594937;7338980,77539444
"1231";"X48282f315";2061732000;13216230,7692308;156;6000;302312000;36472190,9001376;5198731,74192308;7490259,36847309
"1232";"f66c58ca7";640000;640000;1;640000;640000;NA;66000;NA
"1233";"X598ae7ea9";1860000;1860000;1;1860000;1860000;NA;2e+06;NA
"1234";"ddc07c4d6";2e+06;2e+06;1;2e+06;2e+06;NA;3300000;NA
"1235";"X75d240f7b";167703666,66;1677036,6666;100;6000;31292000;3949474,43765556;3252445,9732;5487131,60418267
"1236";"b02dfb243";4055464000;24728439,0243902;164;20000;309200000;44132993,1738254;8153668,66170732;11130384,0522945
"1237";"X50a0d7f71";856158000;6029281,69014085;142;4000;6e+07;12242547,4712886;6840867,63394366;10436580,4677288
"1238";"ce1f5b02a";1095690720;8981071,47540984;122;10000;75516000;12371165,2022471;3694629,29016393;5588305,357636
"1239";"ce408348f";732092024,66;7957522,00717391;92;200;5e+07;10182744,052807;4904207,66043478;5997640,57253914
"1240";"a1f73b0d3";858026982,66;8755377,37408163;98;200;1e+08;13930605,3986711;5645079,93244898;6709203,19609284
"1241";"f3cf9341c";1763721488,12;5477395,92583851;322;2000;5e+07;8582265,27467082;7820966,09018634;10227117,910049
"1242";"dae4d14b4";146545000;1684425,28735632;87;10000;28300000;4087872,01349206;4123327,07563218;6373644,12428763
"1243";"X9d5af277d";2223229134,32;5976422,40408602;372;8000;1,3e+08;11804016,8244056;4603339,57682796;6512947,26771627
"1244";"X5c208a931";1256869576;15909741,4683544;79;4044;193800000;32112241,6694808;5320089,27518987;8267656,7756723
"1245";"f1d56af33";250598000;17899857,1428571;14;12000;9,6e+07;26006253,5729601;4861488,09571429;7196704,72196558
"1246";"X07c9d1f37";312974866,66;4890232,2915625;64;1600;2,7e+07;6723589,90906916;4500444,7915625;5683252,34072414
"1247";"X371da7669";3317580144,62;5026636,58275758;660;2000;106666666,66;10568988,684722;5045134,0420303;7352832,79251796
"1248";"X8c00634d1";5896000;1965333,33333333;3;2e+05;5396000;2971465,18292463;2748666,66666667;2740792,82933485
"1249";"X66b39545f";315029250;8514304,05405405;37;34000;103360000;19312303,8984232;4926479,88054054;4818070,36529934
"1250";"e20edfcb8";1352064820,56;9135573,11189189;148;4000;1,49e+08;19702606,5758919;4376360,08486487;5431996,12208478
"1251";"X193a81dce";2471515389,1;9053169,92344322;273;85;1,06e+08;13362932,8698912;5161292,8829304;6403198,54001749
"1252";"X4a6f8b2c1";243160000;5930731,70731707;41;68000;8e+07;14423571,5462995;3450289,55658537;5471927,19958562
"1253";"X39d765b49";241660000;4239649,12280702;57;20000;50096000;8468591,12184385;2979428,86736842;3706318,04941946
"1254";"X313237030";1905540913,32;9386901,05083744;203;614;1,12e+08;19375843,5325848;5432885,84118227;7352428,25864834
"1255";"d0631e6c0";1122062000;37402066,6666667;30;4e+05;2e+08;41083923,0758912;3915550;4509480,03397908
"1256";"db1b70fc8";148494706;6749759,36363636;22;40000;34400000;9172446,85608748;4498928,75090909;6455782,03344427
"1257";"d709df8f9";260214516,66;5102245,42470588;51;1600;28400000;7212243,72471752;4351331,83960784;4760907,69697193
"1258";"X2eeadde2b";3766562134,82;5812595,8870679;648;2000;1,3e+08;11943163,7818208;4865273,5095679;6500235,68093975
"1259";"X06148867b";4150542000;23317651,6853933;178;2000;428430000;52050026,4931199;5450900,10640449;7355607,70833662
"1260";"ccba7a40b";66630000;3919411,76470588;17;4000;33320000;9781946,01714572;4211757,98352941;6494732,10253198
"1261";"X227ff4085";1040296000;7763402,98507463;134;10000;1,3e+08;16665353,3917217;6971842,3819403;9777640,98379178
"1262";"X38e6f8d32";1875647630,92;4519632,84559036;415;2000;5e+07;8507694,41064785;7356820,5813494;10295309,1503639
"1263";"X0f6386200";1504671349,02;8177561,67945652;184;800;1,12e+08;17286883,7237829;5330578,87065217;6786656,8461149
"1264";"X7650524a3";773771166,66;24180348,958125;32;60500;1,25e+08;25781925,6191615;4605984,375;6225242,71509478
"1265";"X073914c77";151414000;25235666,6666667;6;6000;6,7e+07;25281324,5987362;2770444,44333333;3141935,47442007
"1266";"a29c9f491";1306528404,92;4751012,38152727;275;274;68640000;8178008,67498896;4454069,32872727;7531032,58995392
"1267";"X32c8b9100";836257316;4401354,29473684;190;604;6e+07;6774968,94723579;5164786,97978947;6777176,21517334
"1268";"X8d57e2749";3200000;1600000;2;1600000;1600000;0;2700000;2404163,05603426
"1269";"X717039eef";347006000;9914457,14285714;35;68000;8e+07;18711149,5549372;4998940,26;7217086,09968031
"1270";"X733b3dc47";2597999567,24;7663715,53758112;339;85;93600000;14987771,9738802;5123477,37256637;7117125,21262864
"1271";"X704d68890";493979476,68;3478728,70901408;142;10000;44848000;6034433,12098476;5413602,4256338;7679168,15843984
"1272";"d62e18fa0";89180000;22295000;4;1e+07;39180000;12203883,26176;3427500;4516350,84996726
"1273";"X81ec47b4c";1695646612,56;6280172,63911111;270;800;65280000;13076283,8306566;4500223,25837037;6814023,29709651
"1274";"X988518e2d";2885966000;16213292,1348315;178;8000;214400000;35196960,3331571;6814866,73404494;8456304,32807726
"1275";"dd84964c8";1111051788,72;2878372,50963731;386;3000;1e+08;6222289,06593883;5694298,64196891;7104731,14696234
"1276";"b97f08b24";81400000;20350000;4;4e+06;48800000;19582560,2684293;6848727,275;8924342,62598553
"1277";"abace6b29";154918414;4694497,39393939;33;40000;50221000;8990719,63621929;3334011,66848485;4285349,6877281
"1278";"f0d5ffe06";1141024506,74;7087108,73751553;161;740;8e+07;11562881,0144178;5193065,6447205;6517514,57718594
"1279";"aeef86cf2";27204000;9068000;3;1808000;2e+07;9635865,50342002;6319000;3881182,42292217
"1280";"X2306bf286";1,6e+07;1,6e+07;1;1,6e+07;1,6e+07;NA;2800000;NA
"1281";"e3d64fcd7";880779750;10485473,2142857;84;8218;87240000;17387348,4629653;3577621,4897619;5908459,4239748
"1282";"caa272114";22040000;5510000;4;4e+05;1,2e+07;5630405,55081663;5076266,665;3858928,60859914
"1283";"X0345f70f2";56700000;9450000;6;3e+05;3e+07;10815128,2932751;3226666,66666667;4397659,49871823
"1284";"X2ac62cba5";1143309712,68;7777617,09306122;147;472,68;176720000;17125517,6040558;5214287,15605442;7732388,5871355
"1285";"X0b398dcb9";347342000;7236291,66666667;48;6000;106420000;21054973,4317332;4399829,86083333;5594965,82635868
"1286";"X12f9c92b6";131600000;9400000;14;9400000;9400000;0;10111925,17;10208349,2375709
"1287";"f5bdb0007";74620000;37310000;2;14800000;59820000;31833947,2890184;1866666,67;94280,9088722516
"1288";"X8ff5cf8c3";112704666,68;12522740,7422222;9;70000;6,2e+07;19207439,0340032;4740592,59333333;6031901,5649861
"1289";"X6beb0b35d";1360942820;8723992,43589744;156;10000;1,32e+08;15017854,6440567;4369238,68782051;7107940,43207975
"1290";"ec5fb550f";3615060000;25104583,3333333;144;38000;186300000;35456677,5293397;4612550,90444444;6034685,443433
"1291";"c2de35a69";264994000;15587882,3529412;17;4000;106420000;30718706,8613784;5316718,95411765;6093345,35252787
"1292";"X0dc481088";34006000;11335333,3333333;3;6000;3e+07;16286968,5740881;5041666,66666667;6550970,02995231
"1293";"X92c5f86c3";460082000;12107421,0526316;38;70000;1e+08;20768475,4240542;5566991,22842105;9039675,45953297
"1294";"X00f844fea";3454819922,16;11144580,3940645;310;2000;1e+08;21000275,2425656;5835806,39903226;8759912,6583762
"1295";"d7978c11c";1264869702,38;4791173,11507576;264;4000;1,17e+08;10565188,3924108;4420263,31310606;6717680,4272535
"1296";"f960e93ae";311151466,66;5100843,71573771;61;1600;3e+07;7544866,72237582;5038202,57606557;6494981,5268369
"1297";"X58e8e2c82";442478830,04;3377700,99267176;131;511,12;37200000;4739777,07391382;5374187,71664122;6726568,67835132
"1298";"X174edf08a";1550576469,08;4520631,1051895;343;2000;4,8e+07;8293037,33346949;7529977,40233236;10402672,9274946
"1299";"X9126049d8";2836597156,3;7445136,89317585;381;4000;2e+08;17362557,6447104;5317639,05286089;7320664,4614853
"1300";"X3b6b46221";1096464808;11789944,172043;93;18000;197400000;25355399,5714094;3532714,08344086;5793640,07467972
"1301";"X9d709da93";988111798;12832620,7532468;77;7390;167600000;25090959,2494611;4396008,41558442;6303651,06703572
"1302";"X55e30b08f";182766590;4809647,10526316;38;10000;32400000;7336723,80418306;4834691,59947368;7248750,36497963
"1303";"d9fbf30dd";126266266,68;10522188,89;12;1600;6,2e+07;17452775,2451886;6572333,33333333;11141954,6378324
"1304";"d7f15a3ad";5056764000;26337312,5;192;4000;309200000;43689005,3298094;7746567,83645833;10385381,8242752
"1305";"c9aaf844f";110024916,7;866337,926771654;127;4000;1e+07;1378008,73639479;3655813,47322835;6644337,61609402
"1306";"d1fd0b9c2";1290291169,8;4403724,12901024;293;988;68640000;7486446,89805216;4533842,03993174;7318645,99133791
"1307";"d9d7227a4";72000;12000;6;12000;12000;0;6094833,33333333;7183826,90261024
"1308";"X4b624857b";295551400;10946348,1481481;27;4000;106420000;23689246,7408636;7320700,35259259;10126133,2334474
"1309";"ba852cc7a";2674096593,6;8435635,94195584;317;1076;2e+08;17871093,4768432;5119946,85760252;6728549,90356715
"1310";"X8ceddccb8";976638000;34879928,5714286;28;308000;1,25e+08;36456147,0119604;4684595,23857143;5725003,82961612
"1311";"X205b0cfef";1095886000;11783720,4301075;93;40000;1e+08;22061857,6863592;4820642,0455914;6312895,97911496
"1312";"ce47f8cae";293613100;4976493,22033898;59;400;3e+07;7470271,48375397;5203128,97491525;5868905,88034835
"1313";"X88c0ec0a6";3613992000;24584979,5918367;147;6000;166400000;31967407,0285614;4247474,92190476;5057568,52333559
"1314";"X3adf5e2b5";191529485,72;1387894,82405797;138;10000;16200000;2621972,61192195;2538357,41594203;4972227,61719478
"1315";"X6bee3733e";125284000;7369647,05882353;17;8000;5e+07;13770514,7913085;9076587,58235294;13097898,1934023
"1316";"X92fd74409";1528014000;43657542,8571429;35;134000;1,4e+08;28217071,48304;5137512,92514286;7869714,70368099
"1317";"X7ae1bfc99";20300000;5075000;4;3e+05;1e+07;4657162,94182055;5514000;7094773,47535964
"1318";"X9a5cd5171";3783866000;22794373,4939759;166;4000;309200000;42949826,0943206;7600841,76337349;10733685,4568602
"1319";"X8909b68e1";723440000;6459285,71428571;112;20000;92600000;14941485,1773517;3493253,58214286;5169030,67190538
"1320";"X867c937bb";193110332;3448398,78571429;56;1128;2e+07;5510116,05943327;3969105,15857143;5066753,40834362
"1321";"c5c073bb0";412943413,32;4588260,148;90;8000;5e+07;10290752,5200432;4433965,56911111;7857269,73116417
"1322";"X93715fe15";171832714,66;5727757,15533333;30;18546;2,2e+07;6681101,02715658;5101366,66666667;5685389,05939235
"1323";"dbe757217";5202000;1734000;3;6000;4e+06;2050632,09767135;1501703,70666667;702920,766409144
"1324";"X4e1a8f6eb";273225413,32;3373153,2508642;81;2000;5e+07;8799203,96197207;3491862,29654321;5758927,63991459
"1325";"X9b8eff1d7";76551414;3645305,42857143;21;10000;18400000;3967097,49845134;2090068,82190476;2033658,51700596
"1326";"d974e8584";119920666,68;13324518,52;9;5e+05;6,2e+07;19073979,9305343;8364870,37111111;9546091,39902376
"1327";"X83e3e2e60";3333374000;21231681,5286624;157;4000;309200000;40229531,3423626;6640095,51592357;9662201,83357881
"1328";"dd85a900c";293109652,36;2108702,53496403;139;10000;4e+07;4691201,84402517;2866507,32863309;5300630,18122867
"1329";"X60cd556c9";391352499,98;4658958,33309524;84;4000;5e+07;9532406,80073152;4773486,63976191;7062378,4526785
"1330";"X704e2dc55";390016686,04;4333518,73377778;90;4000;5e+07;9123598,51519486;4387032,478;7360834,41439326
"1331";"X523ba9c40";17760000;2960000;6;6e+05;8e+06;2814334,73488851;5960333,33333333;9666627,98842837
"1332";"bbbff9657";221675200;2670785,54216867;83;12000;1,6e+07;2830385,57845309;3810524,69373494;6272560,01097784
"1333";"de23dceb1";40328000;13442666,6666667;3;28000;4e+07;22999727,4186746;120000;72111,0255092798
"1334";"X608639adb";1267666666,66;27557971,0143478;46;2e+05;8,9e+07;19659912,3119353;6212690,99391304;8002866,01808711
"1335";"f8b0c7834";327730000;15606190,4761905;21;10000;9e+07;23917243,9457791;3259096,29619048;4389028,05589056
"1336";"X4415f4c2b";122596120,66;3226213,70157895;38;5878;1,6e+07;3710593,05967076;5119016,37421053;6502400,09824396
"1337";"f65d1049f";131052746,66;4680455,23785714;28;5878;19830000;5892123,70761838;7539863,09571429;8431424,51959545
"1338";"d1e4fdebb";315400000;31540000;10;4e+05;1e+08;40653227,287497;2046850;2088351,10460648
"1339";"X82df5774d";118202000;3283388,88888889;36;4000;31400000;6385497,29701287;4901539,50611111;6621726,82283752
"1340";"X870e70063";180252916,64;1306180,55536232;138;24000;4,2e+07;4257801,78857383;3181828,89623188;5689567,87596809
"1341";"X0db69e82d";42071500;1314734,375;32;62000;1e+07;1948743,68953178;1486005,208125;4377398,5766763
"1342";"X36a56d23e";180992333,32;1330825,98029412;136;6000;4,2e+07;3825772,51098954;3665493,3325;6446868,39201958
"1343";"f95a762b0";36878000;1117515,15151515;33;180000;5618000;876053,227592797;1598455,45878788;2260923,58985887
"1344";"X736e55e5f";164588500;6583540;25;4000;3,5e+07;9174895,14690313;3957080;4237670,0552058
"1345";"X07a53f839";99600000;33200000;3;3600000;6e+07;28304063,3125352;11441666,6666667;9899505,45902841
"1346";"fa9e059a1";102420000;17070000;6;4e+06;59820000;21473718,8209215;4906277,77666667;5870393,50832219
"1347";"X864b62f7d";733132205,32;8940636,6502439;82;200;97418000;15346045,3810168;3880101,8295122;5295314,00718052
"1348";"eea23ab04";125400000;25080000;5;6e+06;5e+07;17794156,3441485;13005333,332;13071335,3914262
"1349";"X9b26736c3";2161749500;9693943,94618834;223;6000;1,15e+08;15598745,7542429;4983644,21659193;6832990,46037686
"1350";"db043a30f";1015903193,66;3135503,6841358;324;1232;6e+07;5435473,54693754;5457245,96172839;6994827,99215084
"1351";"X4efdce83e";435544000;22923368,4210526;19;42000;1e+08;34282210,7160397;6978225,56526316;4845617,37883436
"1352";"e9f588de5";4480886000;20275502,2624434;221;10000;466600000;48044289,8518577;6478821,04914027;9414900,37884911
"1353";"X33293f845";2469288532;12728291,4020619;194;1260;159600000;23912670,715255;4562431,26092784;5514657,34275605
"1354";"X9be6f99a8";529932000;24087818,1818182;22;10000;9e+07;26640425,4285285;4426516,66727273;7960162,31800272
"1355";"af0b98ec8";1319164500;28067329,787234;47;60500;1,25e+08;25888073,3153915;5857378,41957447;8321037,12007107
"1356";"X77bc11659";4,5e+08;112500000;4;5e+07;2e+08;62915286,9605896;1774500;2852479,21406391
"1357";"X57dd44c29";5795176547,54;8290667,44998569;699;2000;319612000;19250358,0546068;5848900,08460658;9029585,44000237
"1358";"X169f6dda5";1233100014,3;4816796,93085937;256;4000;7e+07;9395581,71420045;4584106,20351562;7120941,2568584
"1359";"fa1efdadd";424397499,98;4715527,77755556;90;21000;5e+07;10271280,6973457;4536481,66622222;7023467,93676306
"1360";"f4b374613";1581806455,82;4943145,1744375;320;2000;6e+07;8708666,41531136;4100263,3396875;5778903,61414187
"1361";"X1db387535";11227101199,88;7362033,5736918;1525;2000;319612000;14945989,7275539;5713857,9594623;8463469,42899637
"1362";"X79cc300c7";6622617362,88;16808673,5098477;394;368;516124000;38136718,8898563;5335780,7428934;7740928,57802579
"1363";"ffca57b7b";200900000;33483333,3333333;6;11500000;6e+07;22275584,5415259;6483333,33333333;6662857,2449563
"1364";"X2123a4f36";1517195628;9663666,42038217;157;10000;197400000;20936276,3447519;4293174,56509554;7026849,96509245
"1365";"ed1f680d4";218185051,5;1494418,1609589;146;10000;2e+07;3013789,33136409;3286414,23109589;5627504,05681825
"1366";"X26163ffe1";1177189796;13226851,6404494;89;6000;167600000;24219053,9217722;3212630,84539326;4225982,22500175
"1367";"X0741f3757";6660238514;17526943,4578947;380;5348;516124000;37775407,5294433;5041474,30247368;7129582,43408484
"1368";"X45319105a";2290112007;5887177,39588689;389;14000;2e+08;14796868,1663618;4439689,44724936;6259424,78983295
"1369";"X88204c8b7";163493166,66;6812215,2775;24;4000;3,5e+07;9492088,09079264;5029271,825;6349722,2277542
"1370";"X596104fd4";4,31e+08;47888888,8888889;9;1e+06;1,5e+08;43961473,0316343;925777,777777778;2284086,73093743
"1371";"X42088cf50";1038652000;10707752,5773196;97;28000;7e+07;17537964,1759853;6152460,04350515;9265517,39643159
"1372";"X3c35b9726";274090000;17130625;16;190000;7,5e+07;20789986,5219613;6023025;7210098,96071707
"1373";"X7417a6759";319842458;4920653,2;65;400;28400000;7203888,76622312;4902321,856;7370429,3589152
"1374";"d8ac7b733";232154000;19346166,6666667;12;36000;6e+07;24440453,7297316;5335680,555;4979756,43918359
"1375";"c83ce87d0";384460016,66;5571884,29942029;69;1900;2,7e+07;7334597,61258406;6261347,82608696;7551611,44377724
"1376";"c5cb7200e";1085808209,54;4325929,12167331;251;2000;1,05e+08;9970700,62887532;4344167,33083665;6806836,77555104
"1377";"X0ab4a0fb9";7226000;289040;25;50000;4e+05;62139,9495762053;2982312;2677771,23125433
"1378";"X600a08d97";107530000;15361428,5714286;7;9400000;4e+07;11629463,1985193;4346952,38;3293159,46078235
"1379";"X73361d959";325828833,32;3745159,00367816;87;4000;5e+07;8465340,64895807;5399137,21931035;7928575,4861846
"1380";"bfc329d6d";34126000;1483739,13043478;23;60000;25940000;5343387,56372084;2583376,81130435;2368558,93286634
"1381";"X6cf7866c1";3473166581,02;5222806,88875188;665;2000;132820000;12201151,8201779;4672624,94384962;7405878,43403377
"1382";"X47b7b878f";2589983160;17985994,1666667;144;1740;144400000;27298437,906548;5062369,42430556;6960081,74613177
"1383";"b27faa35e";2,5e+08;62500000;4;3e+07;1e+08;33040379,3359983;1879500;3524352,09175625
"1384";"X26df61cc3";1315402947,14;3857486,6485044;341;603,74;1e+08;8012529,3431959;5474529,4431085;7453542,4811076
"1385";"X07b0db73c";1e+06;1e+06;1;1e+06;1e+06;NA;4e+05;NA
"1386";"ea2bef361";1432838000;13911048,5436893;103;10000;2e+08;28686466,5910253;4910672,81184466;6635157,17117434
"1387";"X37f11de5d";1553102822,2;5668258,47518248;274;2000;6e+07;10603298,2657602;5004411,72956204;7412003,16244796
"1388";"d251ee3b4";941971368,08;2837263,15686747;332;3862;6e+07;5365676,9292519;5356078,22945783;7225164,82562594
"1389";"X05cc08c11";1157388083,72;7279170,33786163;159;591,72;176720000;16012414,7462158;4081071,91006289;5964901,05738621
"1390";"X6ae3c4017";1524000;1524000;1;1524000;1524000;NA;151750;NA
"1391";"X88321cb27";353640200;8224190,69767442;43;6000;153672000;28044994,8211103;4683756,58930233;7220940,50718652
